location,timestamp,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,rainfall,pressure,aqi,day,month,hour,season,location_encoded,aqi_lag1,aqi_lag24,pm25_rolling7,target_24h,target_48h,target_72h,target_7d
Pune,2024-04-06 04:00:00,141.38,253.15,53.35,13.89,2.64,41.43,27.7,12.5,11.2,3.0,1012.7,321,6,4,4,2,6,247.0,224.0,153.8857142857143,137.0,225.0,179.0,250.0
Mumbai,2024-04-06 05:00:00,155.51,241.11,43.36,13.56,1.38,34.51,22.0,40.9,9.4,0.0,1011.7,331,6,4,5,2,4,321.0,289.0,161.15285714285716,219.0,289.0,187.0,371.0
Mumbai,2024-04-06 06:00:00,107.17,189.62,34.58,9.66,1.29,35.82,8.0,48.1,3.8,15.0,1010.0,240,6,4,6,2,4,331.0,339.0,157.89000000000001,336.0,113.0,287.0,159.0
Indore,2024-04-06 07:00:00,191.81,310.33,36.12,16.43,1.83,33.47,34.5,68.3,13.4,0.0,1015.0,409,6,4,7,2,3,240.0,231.0,156.74428571428572,326.0,292.0,267.0,320.0
Delhi,2024-04-06 08:00:00,129.2,194.82,44.57,27.72,1.22,25.91,15.2,59.1,4.5,15.0,1007.3,275,6,4,8,2,2,409.0,212.0,140.28714285714287,312.0,182.0,275.0,225.0
Bengaluru,2024-04-06 09:00:00,139.91,235.18,5.0,21.24,1.44,31.1,31.1,59.5,6.6,3.0,1011.9,296,6,4,9,2,5,275.0,392.0,139.66428571428574,268.0,142.0,203.0,419.0
Bhopal,2024-04-06 10:00:00,146.64,243.94,36.78,16.29,2.1,33.7,27.2,41.8,9.8,3.0,1012.6,319,6,4,10,2,1,296.0,406.0,144.51714285714286,260.0,128.0,237.0,413.0
Mumbai,2024-04-06 11:00:00,136.86,245.76,33.99,25.63,1.41,38.07,41.8,49.5,9.9,0.0,1015.5,306,6,4,11,2,4,319.0,344.0,143.87142857142857,211.0,347.0,182.0,201.0
Indore,2024-04-06 12:00:00,153.56,231.26,56.52,14.17,0.55,43.51,34.0,43.1,9.3,0.0,1007.1,328,6,4,12,2,3,306.0,271.0,143.59285714285713,307.0,211.0,346.0,221.0
Bengaluru,2024-04-06 13:00:00,95.31,159.06,35.11,20.67,1.58,35.47,23.5,38.4,6.2,3.0,1006.0,211,6,4,13,2,5,328.0,189.0,141.89857142857144,305.0,406.0,349.0,331.0
Delhi,2024-04-06 14:00:00,97.67,138.77,44.56,18.74,1.05,23.58,22.1,48.5,5.6,0.0,1012.3,208,6,4,14,2,2,211.0,191.0,128.45,318.0,218.0,113.0,249.0
Bhopal,2024-04-06 15:00:00,75.99,109.85,72.68,25.45,1.83,18.43,37.5,59.2,15.6,0.0,1013.2,174,6,4,15,2,1,208.0,311.0,120.84857142857143,213.0,119.0,193.0,257.0
Bhopal,2024-04-06 16:00:00,137.58,192.83,63.91,8.96,1.75,74.36,16.7,48.8,7.4,0.0,1012.0,292,6,4,16,2,1,174.0,297.0,120.51571428571428,81.0,162.0,136.0,259.0
Mumbai,2024-04-06 17:00:00,151.16,272.05,62.44,14.05,2.14,22.18,28.3,52.8,7.0,0.0,995.7,345,6,4,17,2,4,292.0,391.0,121.16142857142857,349.0,369.0,214.0,106.0
Mumbai,2024-04-06 18:00:00,138.31,238.02,40.0,8.53,1.85,30.74,26.1,69.1,5.2,0.0,1014.0,306,6,4,18,2,4,345.0,310.0,121.36857142857141,227.0,241.0,244.0,267.0
Pune,2024-04-06 19:00:00,186.98,320.61,56.69,18.18,1.95,45.24,24.6,50.0,8.3,15.0,1027.4,414,6,4,19,2,6,306.0,144.0,126.14285714285714,192.0,215.0,140.0,199.0
Indore,2024-04-06 20:00:00,119.78,192.11,44.26,28.48,1.07,43.05,29.5,36.7,8.1,15.0,1017.5,261,6,4,20,2,3,414.0,349.0,129.63857142857142,321.0,289.0,188.0,223.0
Bhopal,2024-04-06 21:00:00,146.75,223.06,44.86,16.46,1.8,45.29,28.3,67.0,7.4,15.0,1000.3,312,6,4,21,2,1,261.0,189.0,136.65,233.0,308.0,177.0,390.0
Delhi,2024-04-06 22:00:00,76.33,111.48,54.55,16.43,2.38,31.8,30.2,62.3,8.7,0.0,1009.6,170,6,4,22,2,2,312.0,219.0,136.69857142857143,344.0,358.0,280.0,144.0
Delhi,2024-04-06 23:00:00,104.52,158.22,38.45,26.1,1.06,41.34,28.0,63.3,13.1,0.0,1010.8,224,6,4,23,2,2,170.0,274.0,131.97571428571428,306.0,375.0,269.0,321.0
Indore,2024-04-07 00:00:00,147.82,229.18,71.89,27.48,2.3,38.86,29.9,68.0,5.6,0.0,1010.1,324,7,4,0,2,3,224.0,428.0,131.49857142857144,308.0,231.0,217.0,254.0
Bhopal,2024-04-07 01:00:00,153.96,262.13,45.44,19.38,1.13,33.63,27.7,65.3,7.6,3.0,1004.6,339,7,4,1,2,1,324.0,500.0,133.73428571428573,150.0,150.0,281.0,237.0
Mumbai,2024-04-07 02:00:00,108.24,174.9,57.89,24.79,0.97,41.44,22.4,58.5,5.4,0.0,1006.6,242,7,4,2,2,4,339.0,309.0,122.48571428571428,369.0,227.0,223.0,329.0
Pune,2024-04-07 03:00:00,117.14,167.62,71.29,12.46,1.55,52.78,27.0,96.3,8.4,15.0,1017.6,255,7,4,3,2,6,242.0,247.0,122.10857142857142,284.0,280.0,241.0,286.0
Delhi,2024-04-07 04:00:00,59.29,83.43,64.51,29.65,1.76,37.69,22.0,37.4,5.7,0.0,1016.5,137,7,4,4,2,2,255.0,321.0,109.61428571428571,225.0,179.0,397.0,307.0
Bengaluru,2024-04-07 05:00:00,105.72,152.33,25.46,35.04,1.86,37.78,21.5,48.6,5.8,0.0,1011.3,219,7,4,5,2,5,137.0,331.0,113.81285714285715,289.0,187.0,374.0,346.0
Indore,2024-04-07 06:00:00,155.62,243.41,55.12,23.65,0.92,52.95,24.6,73.5,2.8,0.0,1017.7,336,7,4,6,2,3,219.0,240.0,121.11285714285714,113.0,287.0,158.0,237.0
Delhi,2024-04-07 07:00:00,143.01,253.59,61.61,5.41,1.62,51.46,26.2,60.3,7.8,0.0,1008.1,326,7,4,7,2,2,336.0,409.0,120.42571428571429,292.0,267.0,318.0,215.0
Bengaluru,2024-04-07 08:00:00,140.03,231.74,62.27,16.09,1.06,60.18,27.2,70.1,8.9,0.0,1009.9,312,7,4,8,2,5,326.0,275.0,118.43571428571428,182.0,275.0,328.0,166.0
Bengaluru,2024-04-07 09:00:00,121.99,209.91,30.19,24.29,0.66,13.41,33.4,60.7,13.5,0.0,1009.8,268,7,4,9,2,5,312.0,296.0,120.4,142.0,203.0,165.0,196.0
Delhi,2024-04-07 10:00:00,120.28,190.83,37.49,17.05,0.94,50.67,23.5,80.0,9.0,3.0,1002.7,260,7,4,10,2,2,268.0,319.0,120.84857142857143,128.0,237.0,332.0,500.0
Indore,2024-04-07 11:00:00,93.59,144.56,63.91,28.91,1.02,46.42,28.4,41.9,6.1,0.0,1010.5,211,7,4,11,2,3,260.0,306.0,125.74857142857142,347.0,182.0,388.0,384.0
Bengaluru,2024-04-07 12:00:00,147.95,213.55,35.81,24.12,1.66,25.6,27.8,79.5,3.1,0.0,1021.8,307,7,4,12,2,5,211.0,328.0,131.78142857142856,211.0,346.0,179.0,163.0
Bengaluru,2024-04-07 13:00:00,136.84,239.52,43.2,15.05,1.98,41.52,22.7,76.7,3.6,3.0,1021.2,305,7,4,13,2,5,307.0,211.0,129.09857142857143,406.0,349.0,186.0,149.0
Bhopal,2024-04-07 14:00:00,139.68,239.31,73.21,20.23,0.66,52.72,27.5,38.6,3.4,0.0,1012.7,318,7,4,14,2,1,305.0,208.0,128.62285714285716,218.0,113.0,336.0,321.0
Pune,2024-04-07 15:00:00,98.96,145.2,47.24,13.74,1.58,26.39,34.0,68.1,13.5,3.0,1010.7,213,7,4,15,2,6,318.0,174.0,122.75571428571428,119.0,193.0,278.0,301.0
Pune,2024-04-07 16:00:00,33.87,54.35,36.37,18.72,0.81,44.2,28.3,57.3,8.4,15.0,1022.6,81,7,4,16,2,6,213.0,292.0,110.16714285714285,162.0,136.0,303.0,300.0
Pune,2024-04-07 17:00:00,163.89,261.39,33.96,16.12,1.71,50.2,28.6,48.3,5.6,0.0,1010.5,349,7,4,17,2,6,81.0,345.0,116.39714285714285,369.0,214.0,287.0,252.0
Bhopal,2024-04-07 18:00:00,100.85,166.4,53.32,28.22,1.09,23.01,22.1,27.8,4.4,0.0,1008.9,227,7,4,18,2,1,349.0,306.0,117.4342857142857,241.0,244.0,303.0,254.0
Pune,2024-04-07 19:00:00,85.49,152.04,26.67,34.81,0.87,36.01,40.8,41.8,4.8,0.0,1017.7,192,7,4,19,2,6,227.0,414.0,108.51142857142857,215.0,140.0,168.0,294.0
Bhopal,2024-04-07 20:00:00,147.74,241.1,44.04,9.98,1.8,42.21,22.5,69.3,5.6,0.0,1001.7,321,7,4,20,2,1,192.0,261.0,110.06857142857143,289.0,188.0,341.0,267.0
Bengaluru,2024-04-07 21:00:00,104.32,168.59,53.33,6.54,1.11,26.85,15.3,71.0,11.7,3.0,1011.3,233,7,4,21,2,5,321.0,312.0,105.01714285714286,308.0,177.0,356.0,75.0
Bengaluru,2024-04-07 22:00:00,162.4,230.63,68.79,18.28,1.24,25.69,33.0,54.6,7.4,0.0,1011.6,344,7,4,22,2,5,233.0,170.0,114.08,358.0,280.0,236.0,252.0
Indore,2024-04-07 23:00:00,144.68,206.19,58.68,9.37,0.29,36.11,26.2,71.1,2.9,3.0,1015.1,306,7,4,23,2,3,344.0,224.0,129.91,375.0,269.0,259.0,192.0
Mumbai,2024-04-08 00:00:00,147.34,217.32,36.57,20.32,1.87,49.22,24.9,73.1,14.9,0.0,1008.4,308,8,4,0,2,4,306.0,324.0,127.54571428571428,231.0,217.0,132.0,279.0
Bhopal,2024-04-08 01:00:00,65.36,92.36,66.85,25.24,1.81,47.01,23.2,60.5,3.9,3.0,1011.0,150,8,4,1,2,1,308.0,339.0,122.47571428571429,150.0,281.0,323.0,500.0
Pune,2024-04-08 02:00:00,168.48,285.96,43.21,30.46,1.4,25.94,40.1,46.4,5.6,3.0,1012.6,369,8,4,2,2,6,150.0,242.0,134.33142857142857,227.0,223.0,318.0,289.0
Mumbai,2024-04-08 03:00:00,130.45,220.37,28.23,21.41,0.64,47.13,29.5,65.1,11.7,0.0,1010.5,284,8,4,3,2,4,369.0,255.0,131.86142857142858,280.0,241.0,252.0,223.0
Bhopal,2024-04-08 04:00:00,105.23,153.05,45.25,18.65,2.0,26.3,30.8,65.8,8.8,15.0,1010.9,225,8,4,4,2,1,284.0,137.0,131.99142857142857,179.0,397.0,354.0,355.0
Pune,2024-04-08 05:00:00,125.74,218.08,71.01,6.15,1.07,15.46,28.1,68.8,6.0,0.0,1017.0,289,8,4,5,2,6,225.0,219.0,126.75428571428571,187.0,374.0,241.0,299.0
Bhopal,2024-04-08 06:00:00,48.95,71.56,50.64,20.18,1.17,32.86,28.9,71.8,3.6,15.0,1015.5,113,8,4,6,2,1,289.0,336.0,113.07857142857142,287.0,158.0,311.0,298.0
Pune,2024-04-08 07:00:00,136.35,207.31,48.2,20.5,2.56,53.72,36.8,36.2,4.4,15.0,1015.1,292,8,4,7,2,6,113.0,326.0,111.50857142857141,267.0,318.0,179.0,307.0
Indore,2024-04-08 08:00:00,78.83,118.21,74.2,24.47,1.05,47.18,25.2,49.8,4.6,15.0,1002.1,182,8,4,8,2,3,292.0,312.0,113.43285714285715,275.0,328.0,252.0,411.0
Indore,2024-04-08 09:00:00,65.89,102.06,25.1,15.04,1.77,37.98,16.8,27.6,7.5,0.0,1014.6,142,8,4,9,2,3,182.0,268.0,98.77714285714285,203.0,165.0,254.0,167.0
Delhi,2024-04-08 10:00:00,59.11,88.77,27.43,16.95,1.68,32.17,33.1,70.0,8.1,15.0,1007.0,128,8,4,10,2,2,142.0,260.0,88.58571428571429,237.0,332.0,285.0,294.0
Bhopal,2024-04-08 11:00:00,164.51,262.48,22.15,9.65,1.6,32.54,30.5,54.6,7.0,0.0,1023.9,347,8,4,11,2,1,128.0,211.0,97.05428571428571,182.0,388.0,226.0,184.0
Bhopal,2024-04-08 12:00:00,94.83,148.21,53.96,3.96,1.54,39.52,27.8,64.9,7.4,0.0,1011.9,211,8,4,12,2,1,347.0,307.0,92.63857142857144,346.0,179.0,255.0,309.0
Bhopal,2024-04-08 13:00:00,181.35,325.45,50.66,12.24,1.59,23.04,30.3,34.4,4.1,15.0,1010.8,406,8,4,13,2,1,211.0,305.0,111.55285714285712,349.0,186.0,339.0,190.0
Indore,2024-04-08 14:00:00,98.57,140.2,72.68,9.01,1.54,33.13,24.4,80.4,8.4,15.0,1021.1,218,8,4,14,2,3,406.0,318.0,106.1557142857143,113.0,336.0,231.0,216.0
Pune,2024-04-08 15:00:00,51.71,75.33,51.9,22.36,1.37,34.98,27.1,38.9,11.6,0.0,1019.3,119,8,4,15,2,6,218.0,213.0,102.28142857142858,193.0,278.0,127.0,230.0
Bhopal,2024-04-08 16:00:00,75.34,107.07,41.53,16.37,2.16,19.08,26.1,70.4,7.0,15.0,1010.6,162,8,4,16,2,1,119.0,81.0,103.63142857142859,136.0,303.0,408.0,335.0
Delhi,2024-04-08 17:00:00,169.43,279.62,48.03,16.23,0.74,26.26,22.9,59.9,6.9,0.0,1004.9,369,8,4,17,2,2,162.0,349.0,119.39142857142858,214.0,287.0,382.0,327.0
Bengaluru,2024-04-08 18:00:00,113.76,161.75,49.88,13.11,1.91,43.75,35.3,55.0,7.8,0.0,1001.4,241,8,4,18,2,5,369.0,227.0,112.14142857142858,244.0,303.0,161.0,158.0
Delhi,2024-04-08 19:00:00,98.07,170.11,21.25,2.0,1.81,38.13,17.1,53.7,11.1,0.0,1005.7,215,8,4,19,2,2,241.0,192.0,112.60428571428572,140.0,168.0,331.0,265.0
Pune,2024-04-08 20:00:00,126.4,202.84,91.37,30.56,1.75,33.68,43.5,47.8,4.6,0.0,1013.9,289,8,4,20,2,6,215.0,321.0,104.75428571428573,188.0,341.0,223.0,212.0
Bengaluru,2024-04-08 21:00:00,140.07,225.63,56.32,13.0,1.96,25.24,33.1,78.7,12.1,0.0,1011.1,308,8,4,21,2,5,289.0,233.0,110.68285714285715,177.0,356.0,282.0,162.0
Indore,2024-04-08 22:00:00,164.7,267.57,51.36,17.11,1.35,60.08,14.6,58.2,8.8,3.0,1006.4,358,8,4,22,2,3,308.0,344.0,126.82428571428571,280.0,236.0,295.0,244.0
Pune,2024-04-08 23:00:00,177.94,261.27,57.84,9.82,0.47,26.27,25.4,37.7,7.6,0.0,1009.6,375,8,4,23,2,6,358.0,306.0,141.48142857142858,269.0,259.0,234.0,228.0
Mumbai,2024-04-09 00:00:00,105.61,156.2,59.35,26.8,1.36,41.52,25.8,51.9,11.4,0.0,1022.3,231,9,4,0,2,4,375.0,308.0,132.3642857142857,217.0,132.0,198.0,459.0
Pune,2024-04-09 01:00:00,66.96,102.28,45.75,21.0,0.9,31.17,29.7,60.1,3.7,0.0,1018.7,150,9,4,1,2,6,231.0,150.0,125.67857142857143,281.0,323.0,198.0,314.0
Indore,2024-04-09 02:00:00,103.46,169.41,37.9,14.22,1.03,38.51,20.1,72.4,9.2,0.0,1022.5,227,9,4,2,2,3,150.0,369.0,126.44857142857143,223.0,318.0,185.0,151.0
Mumbai,2024-04-09 03:00:00,130.41,193.54,57.59,17.25,0.78,44.41,27.2,48.3,8.9,0.0,1007.9,280,9,4,3,2,4,227.0,284.0,127.02142857142857,241.0,252.0,187.0,222.0
Bengaluru,2024-04-09 04:00:00,81.45,117.82,54.17,31.75,1.16,18.82,26.2,49.4,4.5,0.0,1016.8,179,9,4,4,2,5,280.0,225.0,118.64714285714285,397.0,354.0,252.0,332.0
Mumbai,2024-04-09 05:00:00,81.71,146.11,35.04,19.49,1.1,37.91,21.8,58.4,9.0,0.0,1016.2,187,9,4,5,2,4,179.0,289.0,106.79142857142857,374.0,241.0,200.0,439.0
Bengaluru,2024-04-09 06:00:00,133.75,188.43,70.7,18.73,0.21,54.67,20.9,72.0,8.4,0.0,1020.8,287,9,4,6,2,5,187.0,113.0,100.47857142857141,158.0,311.0,320.0,125.0
Pune,2024-04-09 07:00:00,118.05,203.18,52.69,13.41,1.75,62.66,33.4,36.1,6.9,0.0,1012.1,267,9,4,7,2,6,287.0,292.0,102.25571428571429,318.0,179.0,392.0,108.0
Mumbai,2024-04-09 08:00:00,121.31,208.08,59.68,6.74,2.51,36.18,15.1,66.1,10.3,15.0,1007.3,275,9,4,8,2,4,267.0,182.0,110.02,328.0,252.0,224.0,431.0
Bengaluru,2024-04-09 09:00:00,89.66,136.18,70.27,18.88,1.7,38.58,30.3,50.6,5.7,0.0,1006.6,203,9,4,9,2,5,275.0,142.0,108.04857142857142,165.0,254.0,280.0,304.0
Pune,2024-04-09 10:00:00,110.78,161.11,48.35,22.28,1.3,68.96,32.6,52.8,8.4,0.0,1011.9,237,9,4,10,2,6,203.0,128.0,105.24428571428572,332.0,285.0,292.0,188.0
Mumbai,2024-04-09 11:00:00,83.03,121.08,53.07,27.7,1.37,53.89,25.5,90.0,7.1,15.0,1012.5,182,9,4,11,2,4,237.0,347.0,105.47,388.0,226.0,312.0,308.0
Bengaluru,2024-04-09 12:00:00,155.61,261.26,60.96,4.26,1.19,29.36,27.4,54.9,5.5,0.0,1013.6,346,9,4,12,2,5,182.0,211.0,116.02714285714286,179.0,255.0,266.0,53.0
Delhi,2024-04-09 13:00:00,161.41,267.48,36.4,12.12,1.45,29.33,35.1,70.1,9.1,0.0,1003.6,349,9,4,13,2,2,346.0,406.0,119.97857142857143,186.0,339.0,343.0,272.0
Bhopal,2024-04-09 14:00:00,46.15,79.06,48.86,15.93,1.38,51.39,22.1,69.5,6.8,0.0,1019.8,113,9,4,14,2,1,349.0,218.0,109.70714285714284,336.0,231.0,311.0,273.0
Delhi,2024-04-09 15:00:00,82.82,147.0,50.01,19.98,0.98,23.85,22.8,39.1,2.8,15.0,1003.9,193,9,4,15,2,2,113.0,119.0,104.20857142857143,278.0,127.0,159.0,345.0
Indore,2024-04-09 16:00:00,60.14,100.84,32.7,18.98,2.24,53.23,23.5,28.5,1.7,0.0,1019.7,136,9,4,16,2,3,193.0,162.0,99.99142857142859,303.0,408.0,349.0,174.0
Mumbai,2024-04-09 17:00:00,94.0,137.46,85.08,19.15,0.66,42.68,35.2,71.1,10.0,0.0,1010.1,214,9,4,17,2,4,136.0,369.0,97.5942857142857,287.0,382.0,319.0,272.0
Pune,2024-04-09 18:00:00,116.66,174.69,25.48,22.86,1.76,45.25,36.0,40.7,3.6,0.0,1023.1,244,9,4,18,2,6,214.0,241.0,102.39857142857143,303.0,161.0,195.0,181.0
Bengaluru,2024-04-09 19:00:00,62.01,107.71,27.23,13.68,1.35,34.41,17.2,31.4,8.4,15.0,1001.5,140,9,4,19,2,5,244.0,215.0,89.02714285714285,168.0,331.0,273.0,287.0
Delhi,2024-04-09 20:00:00,83.13,123.34,69.03,26.54,2.35,29.18,34.0,74.4,7.7,3.0,1019.1,188,9,4,20,2,2,140.0,289.0,77.84428571428573,341.0,223.0,318.0,188.0
Delhi,2024-04-09 21:00:00,79.84,114.09,59.41,23.03,1.57,58.47,32.7,41.7,6.3,0.0,1005.8,177,9,4,21,2,2,188.0,308.0,82.65714285714286,356.0,282.0,253.0,216.0
Pune,2024-04-09 22:00:00,128.29,215.7,31.58,17.76,1.22,34.55,37.9,45.6,13.8,0.0,1005.4,280,9,4,22,2,6,177.0,358.0,89.15285714285713,236.0,295.0,340.0,183.0
Bengaluru,2024-04-09 23:00:00,122.77,191.65,57.72,31.21,1.28,32.25,29.7,89.6,8.1,15.0,1021.9,269,9,4,23,2,5,280.0,375.0,98.10000000000001,259.0,234.0,456.0,332.0
Mumbai,2024-04-10 00:00:00,91.13,161.12,71.49,30.89,1.42,36.88,26.7,31.4,9.9,0.0,1016.5,217,10,4,0,2,4,269.0,231.0,97.69000000000001,132.0,198.0,203.0,338.0
Pune,2024-04-10 01:00:00,127.07,210.95,47.52,26.53,0.83,40.7,35.0,37.9,8.4,0.0,1003.1,281,10,4,1,2,6,217.0,150.0,99.17714285714285,323.0,198.0,150.0,247.0
Indore,2024-04-10 02:00:00,98.13,140.94,89.58,2.0,1.02,23.57,31.9,50.6,6.8,0.0,1013.2,223,10,4,2,2,3,281.0,227.0,104.33714285714287,318.0,185.0,281.0,275.0
Indore,2024-04-10 03:00:00,109.13,194.16,20.42,31.05,0.51,30.09,42.7,54.2,7.4,3.0,1020.4,241,10,4,3,2,3,223.0,280.0,108.05142857142857,252.0,187.0,317.0,152.0
Pune,2024-04-10 04:00:00,186.94,281.05,59.1,25.56,0.94,29.35,33.7,43.7,12.2,0.0,1015.4,397,10,4,4,2,6,241.0,179.0,123.35142857142857,354.0,252.0,250.0,222.0
Indore,2024-04-10 05:00:00,173.62,266.48,66.66,34.04,1.45,49.83,28.1,39.5,11.0,0.0,1012.2,374,10,4,5,2,3,397.0,187.0,129.82714285714286,241.0,200.0,371.0,260.0
Bengaluru,2024-04-10 06:00:00,68.02,106.17,62.26,28.66,1.55,25.6,18.8,82.2,13.7,0.0,1018.9,158,10,4,6,2,5,374.0,287.0,122.00571428571428,311.0,320.0,159.0,497.0
Delhi,2024-04-10 07:00:00,153.19,217.6,44.73,31.05,0.41,13.42,22.9,62.2,8.2,0.0,1014.2,318,10,4,7,2,2,158.0,267.0,130.87142857142857,179.0,392.0,320.0,174.0
Pune,2024-04-10 08:00:00,152.46,243.72,43.35,26.15,1.33,10.46,16.9,67.4,4.7,0.0,1002.0,328,10,4,8,2,6,318.0,275.0,134.49857142857144,252.0,224.0,225.0,390.0
Indore,2024-04-10 09:00:00,74.07,107.35,55.11,29.44,1.68,17.41,25.5,55.8,6.1,0.0,1012.6,165,10,4,9,2,3,328.0,203.0,131.06142857142856,254.0,280.0,419.0,358.0
Delhi,2024-04-10 10:00:00,152.75,238.35,61.05,33.96,1.32,57.06,33.5,62.6,3.7,3.0,1014.9,332,10,4,10,2,2,165.0,237.0,137.29285714285714,285.0,292.0,413.0,281.0
Pune,2024-04-10 11:00:00,181.52,279.59,57.64,21.52,1.08,38.23,27.0,72.9,10.0,0.0,1013.3,388,10,4,11,2,6,332.0,182.0,136.51857142857142,226.0,312.0,201.0,412.0
Indore,2024-04-10 12:00:00,75.1,128.35,64.64,8.99,1.19,45.02,34.2,42.1,5.6,0.0,1009.6,179,10,4,12,2,3,388.0,346.0,122.44428571428571,255.0,266.0,221.0,284.0
Indore,2024-04-10 13:00:00,83.3,143.38,31.7,17.85,1.13,45.51,29.4,62.2,0.5,3.0,1014.7,186,10,4,13,2,3,179.0,349.0,124.62714285714286,339.0,343.0,331.0,284.0
Pune,2024-04-10 14:00:00,160.71,234.85,44.36,22.73,1.08,38.79,24.2,69.1,15.4,3.0,1013.1,336,10,4,14,2,6,186.0,113.0,125.70142857142858,231.0,311.0,249.0,263.0
Mumbai,2024-04-10 15:00:00,130.86,202.39,32.96,20.52,1.49,36.95,27.6,82.7,5.7,0.0,1000.0,278,10,4,15,2,4,336.0,193.0,122.61571428571428,127.0,159.0,257.0,372.0
Bengaluru,2024-04-10 16:00:00,142.06,220.1,41.82,11.27,2.55,52.62,30.3,89.2,5.7,0.0,1004.0,303,10,4,16,2,5,278.0,136.0,132.32857142857145,408.0,349.0,259.0,360.0
Mumbai,2024-04-10 17:00:00,133.62,195.17,64.24,8.58,1.03,40.04,28.0,59.1,12.8,0.0,1013.9,287,10,4,17,2,4,303.0,214.0,129.5957142857143,382.0,319.0,106.0,215.0
Delhi,2024-04-10 18:00:00,135.63,233.2,49.73,14.81,1.24,57.59,28.1,76.2,3.6,0.0,1016.5,303,10,4,18,2,2,287.0,244.0,123.04,161.0,195.0,267.0,144.0
Delhi,2024-04-10 19:00:00,66.94,112.65,89.71,25.65,1.37,46.69,21.6,15.3,11.1,3.0,1007.3,168,10,4,19,2,2,303.0,140.0,121.87428571428573,331.0,273.0,199.0,252.0
Pune,2024-04-10 20:00:00,161.89,238.98,51.09,31.06,1.06,29.35,24.0,82.8,5.6,3.0,1016.4,341,10,4,20,2,6,168.0,188.0,133.10142857142858,223.0,318.0,223.0,189.0
Bengaluru,2024-04-10 21:00:00,166.78,257.96,48.96,26.42,1.95,31.04,42.8,46.4,3.3,0.0,1015.0,356,10,4,21,2,5,341.0,177.0,133.96857142857144,282.0,253.0,390.0,249.0
Indore,2024-04-10 22:00:00,110.82,159.84,49.7,27.4,0.21,27.82,35.6,54.1,13.0,0.0,1010.9,236,10,4,22,2,3,356.0,280.0,131.1057142857143,295.0,340.0,144.0,379.0
Bengaluru,2024-04-10 23:00:00,118.26,195.28,37.8,19.43,1.13,55.05,16.7,65.1,10.5,0.0,1014.6,259,10,4,23,2,5,236.0,269.0,127.70571428571428,234.0,456.0,321.0,239.0
Indore,2024-04-11 00:00:00,58.76,85.11,47.07,7.81,1.81,32.33,10.4,55.5,10.4,0.0,1014.4,132,11,4,0,2,3,259.0,217.0,117.01142857142857,198.0,203.0,254.0,270.0
Bhopal,2024-04-11 01:00:00,140.57,252.24,66.04,16.81,1.25,26.82,27.5,61.1,8.7,0.0,1017.3,323,11,4,1,2,1,132.0,281.0,117.71714285714286,198.0,150.0,237.0,273.0
Bhopal,2024-04-11 02:00:00,142.88,244.65,49.82,18.19,0.99,42.48,33.3,83.4,9.4,0.0,1017.5,318,11,4,2,2,1,323.0,223.0,128.56571428571428,185.0,281.0,329.0,333.0
Bengaluru,2024-04-11 03:00:00,117.51,182.86,35.3,16.52,1.62,36.64,23.4,51.9,3.6,0.0,1005.7,252,11,4,3,2,5,318.0,241.0,122.22571428571428,187.0,317.0,286.0,74.0
Bhopal,2024-04-11 04:00:00,164.97,269.14,33.2,20.38,1.85,42.12,34.2,40.6,7.9,0.0,1007.6,354,11,4,4,2,1,252.0,397.0,121.96714285714286,252.0,250.0,307.0,209.0
Bhopal,2024-04-11 05:00:00,106.64,188.16,40.8,23.09,1.51,64.46,27.4,87.0,4.5,0.0,1020.9,241,11,4,5,2,1,354.0,374.0,121.37,200.0,371.0,346.0,296.0
Delhi,2024-04-11 06:00:00,142.58,231.22,49.18,25.97,1.0,50.78,25.9,66.4,3.1,0.0,1017.3,311,11,4,6,2,2,241.0,158.0,124.84428571428573,320.0,159.0,237.0,364.0
Indore,2024-04-11 07:00:00,79.21,116.43,67.1,18.05,1.63,38.38,32.3,88.8,8.8,0.0,1015.8,179,11,4,7,2,3,311.0,318.0,127.76571428571431,392.0,320.0,215.0,233.0
Pune,2024-04-11 08:00:00,119.06,184.72,26.55,6.67,1.2,18.28,23.3,71.8,11.2,0.0,1016.8,252,11,4,8,2,6,179.0,328.0,124.69285714285715,224.0,225.0,166.0,102.0
Bhopal,2024-04-11 09:00:00,113.03,196.36,42.88,16.62,1.77,31.0,25.0,36.8,6.3,0.0,1018.8,254,11,4,9,2,1,252.0,165.0,120.42857142857143,280.0,419.0,196.0,322.0
Mumbai,2024-04-11 10:00:00,129.01,213.86,50.31,20.31,2.14,47.95,31.7,68.3,6.8,0.0,1012.8,285,11,4,10,2,4,254.0,332.0,122.07142857142857,292.0,413.0,500.0,208.0
Delhi,2024-04-11 11:00:00,105.22,174.69,18.66,28.56,0.1,21.61,26.8,42.3,3.9,0.0,1009.7,226,11,4,11,2,2,285.0,388.0,113.53571428571429,312.0,201.0,384.0,168.0
Indore,2024-04-11 12:00:00,114.74,200.42,34.66,16.03,1.46,67.97,40.4,58.1,7.5,0.0,1015.4,255,11,4,12,2,3,226.0,179.0,114.69285714285715,266.0,221.0,163.0,206.0
