City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,Pressure,AQI
Pune,2024-04-11 08:00:00,119.06,184.72,26.55,6.67,1.2,18.28,23.3,71.8,11.2,0.0,1016.8,252
Bhopal,2024-04-11 09:00:00,113.03,196.36,42.88,16.62,1.77,31.0,25.0,36.8,6.3,0.0,1018.8,254
Mumbai,2024-04-11 10:00:00,129.01,213.86,50.31,20.31,2.14,47.95,31.7,68.3,6.8,0.0,1012.8,285
Delhi,2024-04-11 11:00:00,105.22,174.69,18.66,28.56,0.1,21.61,26.8,42.3,3.9,0.0,1009.7,226
Indore,2024-04-11 12:00:00,114.74,200.42,34.66,16.03,1.46,67.97,40.4,58.1,7.5,0.0,1015.4,255
Delhi,2024-04-11 13:00:00,153.04,268.98,37.12,23.59,0.53,38.2,31.9,56.8,9.9,0.0,1011.8,339
Mumbai,2024-04-11 14:00:00,102.53,181.26,35.26,22.03,2.62,38.68,31.4,32.1,10.0,0.0,1021.3,231
Pune,2024-04-11 15:00:00,55.74,80.15,51.07,20.31,1.17,28.67,26.7,45.0,9.2,0.0,1021.2,127
Indore,2024-04-11 16:00:00,189.98,307.33,45.43,26.51,1.77,44.95,33.1,93.3,5.5,15.0,1017.3,408
Bengaluru,2024-04-11 17:00:00,175.26,297.27,39.12,15.37,1.38,21.79,24.7,61.8,5.4,0.0,1004.3,382
Bengaluru,2024-04-11 18:00:00,68.31,116.32,54.85,15.97,1.0,68.31,29.0,55.2,10.0,0.0,1005.4,161
Delhi,2024-04-11 19:00:00,147.59,242.44,75.57,19.92,0.94,56.44,20.6,87.0,10.1,0.0,1004.1,331
Pune,2024-04-11 20:00:00,99.88,146.5,74.23,15.52,2.19,51.78,34.3,51.7,6.9,0.0,1013.1,223
Bengaluru,2024-04-11 21:00:00,130.54,224.39,17.24,23.56,1.88,18.53,29.0,56.5,6.1,15.0,1017.5,282
Indore,2024-04-11 22:00:00,131.77,222.43,57.23,15.01,2.37,40.88,40.9,73.9,11.2,15.0,1010.2,295
Mumbai,2024-04-11 23:00:00,110.62,158.68,45.15,21.58,1.43,54.93,43.7,51.6,6.3,0.0,1008.1,234
Mumbai,2024-04-12 00:00:00,88.65,140.56,50.48,19.3,1.54,46.3,32.3,46.1,9.9,0.0,1012.6,198
Bengaluru,2024-04-12 01:00:00,92.38,135.76,41.63,21.5,1.27,23.97,27.5,21.9,7.1,0.0,1007.3,198
Bhopal,2024-04-12 02:00:00,83.35,127.95,49.88,16.78,1.26,28.9,20.4,43.0,4.1,3.0,1013.6,185
Bhopal,2024-04-12 03:00:00,86.73,122.05,50.42,17.63,0.88,31.67,33.3,42.9,12.7,0.0,1010.5,187
Pune,2024-04-12 04:00:00,117.31,183.02,38.74,20.67,1.44,29.55,28.5,60.5,7.9,3.0,1008.1,252
Bhopal,2024-04-12 05:00:00,91.37,148.01,33.66,21.41,1.01,59.4,30.8,48.2,5.2,0.0,1012.7,200
Bengaluru,2024-04-12 06:00:00,147.28,242.7,40.82,19.97,1.62,11.11,39.1,92.5,3.0,0.0,1017.3,320
Bengaluru,2024-04-12 07:00:00,179.49,298.92,51.75,31.94,1.49,47.18,21.2,41.1,3.4,0.0,1002.9,392
Bengaluru,2024-04-12 08:00:00,96.8,167.9,57.58,13.06,1.54,19.91,20.5,80.4,6.3,0.0,1013.0,224
Indore,2024-04-12 09:00:00,129.58,192.57,61.65,19.55,2.24,24.54,25.3,61.5,13.7,0.0,999.4,280
Bhopal,2024-04-12 10:00:00,139.99,202.73,40.09,8.98,1.38,9.86,32.7,70.9,5.6,0.0,1010.5,292
Delhi,2024-04-12 11:00:00,138.88,241.74,52.54,22.6,1.78,30.31,30.9,69.9,12.1,0.0,1016.2,312
Pune,2024-04-12 12:00:00,123.04,179.96,63.4,12.19,2.43,59.15,20.7,22.5,7.1,15.0,1018.1,266
Indore,2024-04-12 13:00:00,149.71,267.96,66.65,18.05,2.05,41.71,32.3,57.8,3.7,3.0,1008.9,343
Pune,2024-04-12 14:00:00,139.29,241.95,47.06,17.4,1.98,21.22,18.6,53.8,6.0,15.0,1008.8,311
Pune,2024-04-12 15:00:00,70.49,112.81,44.47,21.97,1.25,52.24,21.1,39.9,3.4,0.0,1010.6,159
Indore,2024-04-12 16:00:00,154.77,277.43,51.06,16.13,1.51,55.24,26.2,65.4,4.8,0.0,1005.4,349
Bengaluru,2024-04-12 17:00:00,155.49,223.74,29.6,15.83,0.74,39.46,23.1,85.5,4.7,15.0,1013.0,319
Bengaluru,2024-04-12 18:00:00,89.47,136.1,44.9,30.05,1.65,66.49,33.2,15.2,1.4,0.0,1006.0,195
Indore,2024-04-12 19:00:00,121.52,201.15,59.91,21.99,1.54,49.5,29.0,49.4,12.3,0.0,1015.3,273
Bengaluru,2024-04-12 20:00:00,147.33,226.89,58.27,16.07,1.41,47.56,39.4,38.1,8.2,15.0,1007.7,318
Bhopal,2024-04-12 21:00:00,111.63,197.73,43.68,18.24,1.91,26.75,25.3,59.1,5.3,0.0,1010.1,253
Indore,2024-04-12 22:00:00,162.92,232.36,51.48,31.52,0.8,46.78,26.1,52.8,8.2,15.0,1015.0,340
Pune,2024-04-12 23:00:00,214.55,347.53,34.81,18.35,2.22,41.04,35.5,48.3,4.8,0.0,1015.8,456
Indore,2024-04-13 00:00:00,88.56,144.92,59.26,15.18,1.85,45.28,26.4,69.0,0.5,0.0,1015.5,203
Indore,2024-04-13 01:00:00,64.76,107.57,46.75,15.21,1.36,28.42,37.5,84.2,17.0,0.0,1013.6,150
Bengaluru,2024-04-13 02:00:00,132.15,198.53,43.58,16.16,1.33,39.79,30.8,98.0,8.1,3.0,1005.5,281
Indore,2024-04-13 03:00:00,148.86,230.12,42.21,15.84,1.64,26.56,10.5,46.2,5.6,0.0,1011.8,317
Delhi,2024-04-13 04:00:00,110.77,192.45,46.99,11.04,2.16,7.94,35.2,28.9,1.3,0.0,1011.0,250
Delhi,2024-04-13 05:00:00,178.13,263.27,40.83,12.13,1.45,51.98,33.4,66.9,2.7,0.0,1009.5,371
Bhopal,2024-04-13 06:00:00,66.46,115.02,58.53,14.19,1.47,16.97,33.7,83.8,12.8,0.0,1012.4,159
Indore,2024-04-13 07:00:00,147.72,240.05,41.68,24.14,1.41,39.5,13.6,71.0,12.3,0.0,1006.8,320
Indore,2024-04-13 08:00:00,95.77,163.27,73.49,17.33,2.29,42.66,22.4,83.7,9.9,3.0,1011.8,225
Pune,2024-04-13 09:00:00,188.78,318.17,71.44,18.55,1.22,42.57,22.9,54.4,3.9,0.0,1010.2,419
Bengaluru,2024-04-13 10:00:00,199.7,296.16,33.74,28.89,1.39,34.04,21.1,48.2,12.3,0.0,1009.3,413
Pune,2024-04-13 11:00:00,89.33,145.39,49.12,29.07,2.13,41.8,39.2,59.8,8.9,3.0,1005.3,201
Mumbai,2024-04-13 12:00:00,98.02,171.25,37.59,18.03,1.47,44.59,26.9,52.7,9.6,3.0,1005.1,221
Pune,2024-04-13 13:00:00,154.38,242.82,42.77,15.58,1.97,48.29,26.7,68.6,8.9,15.0,1020.1,331
Mumbai,2024-04-13 14:00:00,104.51,186.73,80.04,13.95,0.94,62.27,30.9,73.5,2.7,0.0,1012.7,249
Indore,2024-04-13 15:00:00,118.18,186.83,43.08,24.85,1.3,41.28,31.0,74.8,3.7,15.0,1022.9,257
Bhopal,2024-04-13 16:00:00,121.02,176.33,53.76,18.57,2.14,38.9,8.0,66.2,5.9,15.0,1023.2,259
Delhi,2024-04-13 17:00:00,43.21,67.23,56.66,17.29,1.06,25.31,22.5,61.9,9.6,0.0,1019.4,106
Indore,2024-04-13 18:00:00,119.45,212.7,31.99,14.3,1.32,44.1,17.1,70.7,3.1,15.0,1004.3,267
Indore,2024-04-13 19:00:00,92.41,141.19,34.32,14.61,1.53,47.34,29.8,26.6,6.9,0.0,1020.5,199
Bhopal,2024-04-13 20:00:00,100.28,175.2,28.7,22.24,0.91,35.31,25.0,61.4,6.9,0.0,1011.2,223
Bhopal,2024-04-13 21:00:00,177.75,311.5,33.82,10.79,1.19,45.62,27.1,58.8,10.0,0.0,1010.3,390
Mumbai,2024-04-13 22:00:00,69.74,107.4,5.0,26.96,1.46,33.9,12.5,61.4,9.7,15.0,1009.5,144
Indore,2024-04-13 23:00:00,152.53,218.62,56.71,16.26,1.42,47.39,24.8,56.6,4.3,15.0,1009.9,321
Indore,2024-04-14 00:00:00,108.84,183.92,80.87,18.95,2.04,50.78,34.8,64.9,12.1,0.0,1014.4,254
Bengaluru,2024-04-14 01:00:00,108.81,165.89,50.37,10.64,2.17,50.58,36.9,48.8,3.8,0.0,1025.8,237
Delhi,2024-04-14 02:00:00,151.61,259.74,25.34,19.91,0.97,39.65,32.0,76.1,11.0,0.0,1002.2,329
Bengaluru,2024-04-14 03:00:00,133.6,210.7,37.72,17.7,1.46,23.44,17.7,65.6,5.7,3.0,1023.7,286
Bengaluru,2024-04-14 04:00:00,142.82,227.68,40.66,19.65,1.74,29.43,35.8,60.4,8.0,15.0,1021.1,307
Delhi,2024-04-14 05:00:00,158.73,271.61,31.72,30.3,2.16,46.33,32.1,46.8,8.2,0.0,1010.9,346
Indore,2024-04-14 06:00:00,106.75,165.77,61.76,21.24,1.76,72.28,26.2,71.0,8.1,3.0,1009.0,237
Mumbai,2024-04-14 07:00:00,95.51,150.64,60.96,14.44,1.55,33.23,12.8,61.3,9.7,15.0,1003.9,215
Delhi,2024-04-14 08:00:00,76.59,118.76,29.51,15.02,1.73,44.38,33.7,45.9,8.8,0.0,1006.6,166
Bhopal,2024-04-14 09:00:00,86.98,134.56,59.6,24.17,1.74,30.22,22.9,57.1,10.0,15.0,1008.4,196
Indore,2024-04-14 10:00:00,237.96,383.21,72.43,29.09,0.94,24.36,29.4,68.1,9.0,0.0,1011.4,500
Delhi,2024-04-14 11:00:00,169.79,292.63,78.44,21.97,1.5,28.53,27.5,66.8,3.5,0.0,1011.8,384
Delhi,2024-04-14 12:00:00,65.96,101.88,93.84,24.82,2.13,8.85,37.8,65.8,8.4,0.0,1016.6,163
Pune,2024-04-14 13:00:00,67.1,108.01,33.57,24.27,1.3,56.95,26.1,59.5,5.7,15.0,1015.9,149
Delhi,2024-04-14 14:00:00,139.27,232.35,93.19,29.93,1.46,6.78,26.9,74.4,4.0,0.0,1013.4,321
Mumbai,2024-04-14 15:00:00,141.89,213.94,42.33,6.35,1.28,34.31,38.1,77.8,6.6,0.0,1011.7,301
Bengaluru,2024-04-14 16:00:00,141.96,214.5,38.52,24.67,0.24,21.51,22.4,69.8,8.1,15.0,1018.9,300
Bengaluru,2024-04-14 17:00:00,109.8,194.72,53.23,26.89,1.41,25.62,32.7,48.6,8.3,3.0,1017.0,252
Pune,2024-04-14 18:00:00,114.98,194.25,38.69,10.63,1.55,57.27,25.6,41.1,10.9,0.0,1014.7,254
Delhi,2024-04-14 19:00:00,133.12,217.09,54.38,13.8,1.14,40.81,20.0,49.3,11.7,0.0,1009.6,294
Delhi,2024-04-14 20:00:00,123.44,204.79,26.88,14.04,0.82,24.48,27.0,89.3,8.6,3.0,1018.6,267
Bengaluru,2024-04-14 21:00:00,31.23,44.09,44.18,14.9,0.96,29.75,31.8,62.5,9.2,15.0,1017.0,75
Mumbai,2024-04-14 22:00:00,110.81,182.53,68.57,16.63,1.78,27.28,36.5,92.0,7.8,0.0,1010.5,252
Indore,2024-04-14 23:00:00,85.94,137.84,47.09,21.7,2.39,37.39,37.3,56.1,10.0,0.0,1000.5,192
Bengaluru,2024-04-15 00:00:00,127.01,205.54,50.27,26.06,2.09,40.42,24.9,53.9,9.1,3.0,1012.6,279
Delhi,2024-04-15 01:00:00,239.41,369.59,55.6,27.57,0.73,64.54,20.1,56.8,7.3,0.0,1007.8,500
Mumbai,2024-04-15 02:00:00,134.7,192.97,66.73,14.14,1.83,11.17,24.8,56.5,14.4,0.0,1016.3,289
Mumbai,2024-04-15 03:00:00,107.46,158.75,21.52,14.09,1.07,37.51,18.7,45.6,5.8,3.0,1013.3,223
Pune,2024-04-15 04:00:00,156.87,279.28,57.35,29.21,1.11,33.58,25.5,39.6,12.2,0.0,1002.0,355
Delhi,2024-04-15 05:00:00,139.31,217.8,43.71,24.53,1.17,51.25,24.6,66.0,3.2,0.0,1013.8,299
Bhopal,2024-04-15 06:00:00,136.8,217.06,50.67,20.58,1.75,42.97,32.1,74.9,10.1,0.0,1022.3,298
Mumbai,2024-04-15 07:00:00,144.27,205.03,64.96,23.31,1.88,46.27,11.6,97.1,12.1,0.0,1011.1,307
Bengaluru,2024-04-15 08:00:00,202.26,286.21,28.89,19.79,1.35,42.83,21.9,51.1,1.4,0.0,1011.9,411
Bhopal,2024-04-15 09:00:00,74.76,126.12,31.8,23.67,1.36,24.95,21.9,52.4,7.9,3.0,1009.9,167
Pune,2024-04-15 10:00:00,138.95,224.43,17.03,17.65,1.63,54.96,35.3,45.7,9.8,0.0,1012.4,294
Indore,2024-04-15 11:00:00,82.94,133.0,39.21,21.88,1.68,49.18,19.2,76.0,8.3,0.0,1021.2,184
Bengaluru,2024-04-15 12:00:00,142.22,212.94,69.29,9.43,1.99,50.82,28.6,71.0,8.7,0.0,1018.3,309
Pune,2024-04-15 13:00:00,83.25,141.35,46.07,15.19,0.76,55.7,26.1,44.0,7.9,3.0,1008.5,190
Pune,2024-04-15 14:00:00,103.31,151.58,26.56,15.26,1.41,43.85,34.3,43.6,4.0,15.0,1011.6,216
Pune,2024-04-15 15:00:00,108.2,159.7,40.23,17.38,0.87,58.73,31.2,73.2,15.1,0.0,1012.0,230
Delhi,2024-04-15 16:00:00,159.03,251.95,24.19,13.51,1.37,43.29,27.8,64.1,5.9,0.0,1014.5,335
Bhopal,2024-04-15 17:00:00,156.74,237.38,30.0,16.27,1.29,34.93,23.1,70.1,8.9,0.0,1014.6,327
Pune,2024-04-15 18:00:00,70.17,105.19,54.22,9.4,1.38,37.91,14.0,43.9,5.4,0.0,1011.4,158
Pune,2024-04-15 19:00:00,122.2,202.61,29.22,23.84,1.0,37.67,28.7,28.0,0.5,0.0,1004.5,265
Pune,2024-04-15 20:00:00,91.62,152.12,65.8,19.42,0.66,30.73,30.7,44.0,4.5,15.0,1011.3,212
Bengaluru,2024-04-15 21:00:00,69.66,120.5,46.86,8.06,0.35,60.85,16.0,69.0,2.9,0.0,1009.8,162
Pune,2024-04-15 22:00:00,111.32,174.45,49.37,14.16,1.33,42.15,18.4,91.8,11.0,0.0,1006.6,244
Mumbai,2024-04-15 23:00:00,107.66,153.87,43.55,22.36,1.18,39.33,28.8,51.1,5.6,0.0,1016.7,228
Delhi,2024-04-16 00:00:00,217.07,327.66,60.37,16.2,1.06,43.44,29.4,94.4,5.9,0.0,1012.1,459
Bhopal,2024-04-16 01:00:00,137.32,246.07,60.53,15.12,2.06,79.72,20.1,71.3,4.1,0.0,1005.8,314
Mumbai,2024-04-16 02:00:00,64.9,106.33,53.36,19.48,0.97,22.16,23.0,35.7,7.8,0.0,1023.9,151
Pune,2024-04-16 03:00:00,97.41,164.03,57.04,22.41,2.11,26.17,14.1,61.4,5.2,3.0,1014.5,222
Delhi,2024-04-16 04:00:00,160.86,225.67,44.61,9.95,2.21,18.67,36.6,71.8,10.7,15.0,1016.8,332
Delhi,2024-04-16 05:00:00,203.54,327.14,56.68,23.85,0.42,34.74,17.9,19.2,8.5,0.0,1018.3,439
Bhopal,2024-04-16 06:00:00,56.56,80.03,42.59,14.4,1.45,41.44,30.8,68.3,5.7,0.0,1009.4,125
Bhopal,2024-04-16 07:00:00,44.8,72.93,48.04,19.87,1.2,31.49,26.8,76.8,10.2,0.0,1015.3,108
Bhopal,2024-04-16 08:00:00,194.84,344.53,43.61,19.75,0.1,30.44,36.0,64.4,7.5,0.0,1000.4,431
Bengaluru,2024-04-16 09:00:00,135.58,242.34,40.68,16.31,0.68,39.99,21.5,57.0,7.6,0.0,1017.8,304
Delhi,2024-04-16 10:00:00,85.27,137.81,36.97,12.83,1.79,30.97,27.4,55.2,2.8,0.0,1011.6,188
Pune,2024-04-16 11:00:00,141.39,223.85,55.48,18.0,2.41,42.34,15.1,54.3,7.3,3.0,1015.2,308
Indore,2024-04-16 12:00:00,15.0,26.67,68.97,31.38,1.85,53.6,13.4,39.2,8.5,0.0,1011.6,53
Mumbai,2024-04-16 13:00:00,120.14,200.56,66.74,10.47,1.56,47.48,31.2,47.0,11.8,0.0,1022.9,272
Bhopal,2024-04-16 14:00:00,133.11,189.81,27.89,31.85,1.39,50.33,14.5,51.3,5.1,0.0,1019.3,273
Delhi,2024-04-16 15:00:00,156.97,249.0,68.63,18.18,2.24,53.2,25.4,59.8,14.8,3.0,996.3,345
Pune,2024-04-16 16:00:00,79.44,118.86,42.91,20.25,2.47,41.96,34.1,49.1,9.3,15.0,1015.3,174
Mumbai,2024-04-16 17:00:00,123.43,195.99,57.61,12.39,1.11,35.78,32.2,44.1,2.6,0.0,1010.3,272
Indore,2024-04-16 18:00:00,82.98,131.29,33.5,14.6,0.4,27.19,22.3,70.2,4.8,15.0,1015.6,181
Mumbai,2024-04-16 19:00:00,130.22,212.62,50.27,16.48,0.35,32.52,15.9,63.9,12.0,0.0,1015.5,287
Indore,2024-04-16 20:00:00,84.19,129.87,53.02,12.68,2.06,30.67,30.6,49.4,11.5,0.0,1007.5,188
Pune,2024-04-16 21:00:00,103.68,151.96,24.25,18.54,1.38,48.24,36.4,66.1,7.6,0.0,1011.3,216
Bhopal,2024-04-16 22:00:00,80.17,128.39,57.73,17.15,1.49,42.85,22.4,50.7,8.0,0.0,1005.9,183
Bengaluru,2024-04-16 23:00:00,146.05,252.96,69.53,32.96,0.5,47.75,21.4,59.0,3.8,0.0,1020.9,332
Indore,2024-04-17 00:00:00,154.34,257.07,45.21,11.84,1.02,21.76,23.3,73.6,11.7,15.0,1014.0,338
Bhopal,2024-04-17 01:00:00,110.62,169.83,69.76,20.72,1.25,58.04,31.0,48.3,4.3,0.0,1014.6,247
Mumbai,2024-04-17 02:00:00,121.53,215.62,44.96,21.73,1.5,32.02,35.6,39.2,10.2,0.0,1013.8,275
Pune,2024-04-17 03:00:00,62.06,109.52,61.59,12.51,1.2,22.6,18.3,55.7,11.8,0.0,1005.6,152
Mumbai,2024-04-17 04:00:00,108.01,160.26,12.5,24.81,0.88,31.85,16.5,36.2,7.7,0.0,1015.8,222
Mumbai,2024-04-17 05:00:00,117.99,167.05,86.7,17.21,1.01,72.77,43.4,53.6,10.6,0.0,1022.7,260
Pune,2024-04-17 06:00:00,224.83,381.43,71.93,2.55,2.0,32.57,25.8,53.5,13.4,0.0,1002.7,497
Pune,2024-04-17 07:00:00,75.52,130.73,43.45,24.62,1.52,33.45,28.8,18.6,8.4,0.0,1012.5,174
Bengaluru,2024-04-17 08:00:00,178.57,319.13,16.45,12.18,1.71,35.31,22.2,66.5,6.9,0.0,1016.6,390
Delhi,2024-04-17 09:00:00,159.87,280.73,52.61,12.67,0.95,35.92,30.4,55.1,7.3,3.0,1007.5,358
Indore,2024-04-17 10:00:00,131.23,215.24,24.9,24.82,0.1,27.06,33.7,76.9,5.1,15.0,1016.4,281
Pune,2024-04-17 11:00:00,190.34,306.84,55.12,17.57,1.14,40.0,29.1,61.4,5.1,0.0,1012.3,412
Delhi,2024-04-17 12:00:00,134.88,190.34,54.59,26.42,0.97,53.06,39.2,69.8,8.9,0.0,1007.7,284
Mumbai,2024-04-17 13:00:00,135.57,203.17,32.94,28.47,1.57,42.4,24.7,77.0,7.0,0.0,996.9,284
Bengaluru,2024-04-17 14:00:00,117.88,186.7,65.94,15.49,3.04,22.44,25.2,55.9,8.5,0.0,1011.4,263
Bhopal,2024-04-17 15:00:00,168.94,278.99,60.89,25.55,1.75,33.18,28.6,58.0,2.7,3.0,1011.6,372
Bengaluru,2024-04-17 16:00:00,163.86,265.93,63.61,14.71,2.77,30.28,30.3,32.8,7.2,0.0,1019.9,360
Pune,2024-04-17 17:00:00,94.97,161.17,48.14,35.63,1.68,38.74,28.6,77.8,10.8,15.0,1014.0,215
Delhi,2024-04-17 18:00:00,67.23,101.65,25.35,15.15,1.09,56.63,18.0,55.7,3.9,0.0,1008.8,144
Mumbai,2024-04-17 19:00:00,111.88,181.92,63.65,27.18,1.57,35.92,29.2,41.9,7.6,0.0,1002.6,252
Indore,2024-04-17 20:00:00,88.0,126.3,43.67,25.91,2.29,36.77,24.4,69.8,1.6,0.0,1017.2,189
Bengaluru,2024-04-17 21:00:00,117.46,183.88,25.76,22.21,2.31,62.89,22.9,23.1,3.3,3.0,1012.7,249
Delhi,2024-04-17 22:00:00,169.5,288.16,69.63,15.31,1.11,50.27,27.2,51.1,10.1,0.0,1009.6,379
Delhi,2024-04-17 23:00:00,101.71,170.6,81.59,18.94,1.53,46.04,20.3,72.5,6.5,0.0,1008.8,239
Bhopal,2024-04-18 00:00:00,118.29,212.47,47.34,4.92,0.69,65.41,19.1,51.0,13.3,3.0,1019.5,270
Indore,2024-04-18 01:00:00,122.32,184.85,82.55,21.57,1.81,44.86,8.7,46.5,8.9,15.0,1020.3,273
Delhi,2024-04-18 02:00:00,153.94,246.19,49.46,22.45,2.18,10.19,39.2,51.3,9.2,0.0,1008.2,333
Indore,2024-04-18 03:00:00,30.12,46.14,41.91,20.93,1.42,49.66,30.9,25.8,4.1,0.0,998.2,74
Mumbai,2024-04-18 04:00:00,95.73,150.9,37.91,2.0,1.07,15.71,26.2,69.4,6.3,15.0,1010.7,209
Pune,2024-04-18 05:00:00,128.45,223.86,74.19,11.14,1.58,44.33,22.3,56.0,5.2,0.0,1013.4,296
Bengaluru,2024-04-18 06:00:00,168.0,281.18,35.52,14.76,1.61,14.01,8.0,53.6,4.1,15.0,1012.4,364
Delhi,2024-04-18 07:00:00,100.32,175.87,59.76,22.04,1.44,31.46,21.9,53.7,9.6,0.0,1002.6,233
Mumbai,2024-04-18 08:00:00,44.94,66.57,39.05,22.03,1.49,32.91,32.0,58.2,10.3,0.0,1021.2,102
Bhopal,2024-04-18 09:00:00,144.79,253.28,40.64,18.81,1.31,27.22,33.6,68.5,8.8,0.0,1000.8,322
Indore,2024-04-18 10:00:00,94.59,134.68,64.48,24.45,1.9,33.12,31.5,57.2,4.9,0.0,1007.5,208
Pune,2024-04-18 11:00:00,72.41,127.12,41.92,12.82,1.77,52.46,28.1,36.2,8.6,3.0,1005.9,168
Mumbai,2024-04-18 12:00:00,95.03,145.54,41.52,24.27,0.91,28.0,36.1,67.2,1.4,0.0,1005.6,206
Indore,2024-04-18 13:00:00,112.62,171.84,66.12,23.32,0.89,45.63,24.7,66.0,11.7,0.0,998.9,249
Pune,2024-04-18 14:00:00,95.81,153.76,73.56,22.64,1.27,24.48,34.6,61.3,3.3,15.0,1012.4,221
Indore,2024-04-18 15:00:00,31.78,56.45,58.32,18.73,1.77,35.35,24.3,75.2,3.9,0.0,1020.5,86
Delhi,2024-04-18 16:00:00,155.88,221.22,37.52,32.82,1.47,42.53,20.8,58.5,7.9,3.0,1011.0,321
Indore,2024-04-18 17:00:00,171.0,263.48,39.83,23.45,1.08,24.05,20.0,75.8,8.2,0.0,1006.0,361
Mumbai,2024-04-18 18:00:00,146.06,254.53,49.28,13.22,1.53,19.64,19.5,80.5,7.3,15.0,1020.5,327
Bhopal,2024-04-18 19:00:00,74.49,116.09,53.13,21.74,1.23,44.89,31.6,67.3,3.9,0.0,1017.0,169
Delhi,2024-04-18 20:00:00,111.94,165.63,32.19,25.27,1.84,53.72,21.8,46.0,11.1,3.0,1006.9,235
Bengaluru,2024-04-18 21:00:00,119.74,187.98,59.57,15.88,1.57,36.89,19.8,55.9,2.1,0.0,1013.9,264
Bhopal,2024-04-18 22:00:00,143.95,223.73,49.37,27.62,1.24,31.6,32.0,77.8,2.8,0.0,1018.5,310
Mumbai,2024-04-18 23:00:00,146.73,259.16,20.55,22.67,1.52,40.18,29.3,34.0,7.2,0.0,1006.6,321
Delhi,2024-04-19 00:00:00,90.63,154.51,33.14,3.6,2.06,38.78,33.7,51.7,3.5,15.0,1012.7,202
Pune,2024-04-19 01:00:00,123.28,197.5,39.93,22.1,1.12,41.4,30.6,52.5,11.4,0.0,1009.7,267
Pune,2024-04-19 02:00:00,138.29,248.28,46.83,17.16,1.6,5.0,21.7,44.2,3.7,0.0,1004.8,312
Indore,2024-04-19 03:00:00,178.23,282.7,78.23,23.76,1.36,23.03,27.5,72.0,12.5,15.0,1013.0,391
Bhopal,2024-04-19 04:00:00,148.18,210.9,51.81,26.61,1.61,26.17,27.9,64.0,10.8,0.0,1014.6,310
Delhi,2024-04-19 05:00:00,151.56,228.09,34.55,21.37,1.07,40.11,20.6,46.6,11.5,0.0,1012.3,318
Bengaluru,2024-04-19 06:00:00,123.35,194.21,51.53,31.66,1.46,40.6,19.3,67.7,13.5,3.0,1007.1,269
Bengaluru,2024-04-19 07:00:00,176.42,258.06,42.37,18.75,1.95,46.91,22.2,55.5,7.8,0.0,1024.6,367
Bengaluru,2024-04-19 08:00:00,136.39,242.64,53.2,24.37,0.93,41.61,41.3,43.8,4.3,3.0,1009.1,309
Pune,2024-04-19 09:00:00,85.56,146.02,57.29,25.63,0.74,19.79,24.1,46.6,7.2,0.0,1015.4,198
Delhi,2024-04-19 10:00:00,176.13,265.49,67.35,19.32,0.75,58.26,35.6,65.0,5.7,15.0,1016.8,377
Bhopal,2024-04-19 11:00:00,147.92,242.04,47.61,25.45,0.81,55.81,23.7,73.0,5.2,3.0,997.1,323
Indore,2024-04-19 12:00:00,102.28,172.7,74.22,15.84,1.7,20.39,33.2,50.2,8.0,0.0,1017.0,238
Bhopal,2024-04-19 13:00:00,100.82,179.11,62.53,17.04,0.7,42.66,33.3,66.7,6.5,0.0,1012.1,235
Indore,2024-04-19 14:00:00,131.86,231.11,36.68,10.81,1.25,29.66,33.7,83.3,5.1,0.0,1010.4,293
Bhopal,2024-04-19 15:00:00,138.53,222.49,83.36,21.69,1.71,39.94,29.7,37.9,6.7,0.0,1011.3,312
Bhopal,2024-04-19 16:00:00,127.89,218.68,53.23,22.28,1.61,52.75,36.6,63.7,9.3,0.0,1015.5,287
Delhi,2024-04-19 17:00:00,132.45,215.22,34.64,28.25,1.21,67.82,29.6,71.3,10.6,3.0,998.3,286
Bengaluru,2024-04-19 18:00:00,188.0,304.76,74.45,25.54,1.5,48.52,39.0,56.5,2.4,0.0,1012.2,413
Bengaluru,2024-04-19 19:00:00,162.86,235.48,81.24,18.01,1.45,42.13,15.7,77.8,6.5,0.0,1014.6,350
Bengaluru,2024-04-19 20:00:00,127.63,185.11,47.47,11.75,1.29,33.24,29.4,93.2,7.0,0.0,1025.0,270
Bengaluru,2024-04-19 21:00:00,157.65,254.11,39.94,23.03,1.29,40.55,29.0,63.5,3.7,0.0,1003.9,339
Bhopal,2024-04-19 22:00:00,78.7,118.64,45.24,27.78,2.52,57.04,20.4,54.3,7.1,15.0,1014.7,173
Bengaluru,2024-04-19 23:00:00,135.92,191.43,59.44,25.29,1.8,37.37,31.1,73.6,8.0,0.0,1009.1,287
Bhopal,2024-04-20 00:00:00,192.37,324.94,68.45,27.59,2.64,25.59,16.6,71.5,9.2,0.0,1014.9,426
Indore,2024-04-20 01:00:00,111.28,157.24,57.13,18.52,1.15,15.32,22.4,17.7,7.7,0.0,1017.2,238
Mumbai,2024-04-20 02:00:00,86.09,141.03,49.63,16.73,1.36,45.18,13.0,58.0,4.7,0.0,1007.6,195
Mumbai,2024-04-20 03:00:00,93.92,151.74,71.97,14.84,0.73,41.46,37.9,51.7,13.9,0.0,1023.7,217
Indore,2024-04-20 04:00:00,76.41,136.59,42.99,19.61,1.0,28.96,25.4,64.3,10.2,0.0,1019.9,178
